issue_key,summary,description,issue_type,status,priority,resolution,created,updated,assignee,reporter,components,labels,comments,parent
YARN-5479,FairScheduler: Scheduling performance improvement,"Currently ResourceManager uses a single thread to handle async events for scheduling. As number of nodes grows, more events need to be processed in time in FairScheduler. Also, increased number of applications & queues slows down processing of each single event. 

There are two cases that slow processing of nodeUpdate events is problematic:
A. global throughput is lower than number of nodes through heartbeat rounds. This keeps resource from being allocated since the inefficiency.
B. global throughput meets the need, but for some of these rounds, events of some nodes cannot get processed before next heartbeat. This brings inefficiency handling burst requests (i.e. newly submitted MapReduce application cannot get its all task launched soon given enough resource).

Pretty sure some people will encounter the problem eventually after a single cluster is scaled to several K of nodes (even with {{assignmultiple}} enabled).

This issue proposes to perform several optimization towards performance in FairScheduler {{nodeUpdate}} method. To be specific:
A. trading off fairness with efficiency, queue & app sorting can be skipped (or should this be called 'delayed sorting'?). we can either start another dedicated thread to do the sorting & updating, or actually perform sorting after current result have been used several times (say sort once in every 100 calls.)

B. performing calculation on {{Resource}} instances is expensive, since at least 2 objects ({{ResourceImpl}} and its proto builder) is created each time (using 'immutable' apis). the overhead can be eliminated with a light-weighted implementation of Resource, which do not instantiate a builder until necessary, because most instances are used as intermediate result in scheduler instead of being exchanged via IPC. Also, {{createResource}} is using reflection, which can be replaced by a plain {{new}} (for scheduler usage only). furthermore, perhaps we could 'intern' resource to avoid allocation.

C. other minor changes: such as move {{updateRootMetrics}} call to {{update}}, making root queue metrics eventual consistent (which may satisfies most of the needs). or introduce counters to {{getResourceUsage}} and make changing of resource incrementally instead of recalculate each time.

With A and B, I was looking at 4 times improvement in a cluster with 2K nodes.

Suggestions? Opinions?",Improvement,Open,Major,,2016-08-07T02:10:47.867+0000,2017-03-20T18:19:22.398+0000,He Tianyi,He Tianyi,"['fairscheduler', 'resourcemanager']",[],11,
YARN-5478,[YARN-4902] Define Java API for generalized & unified scheduling-strategies.,Define Java API for application to specify generic scheduling requirements described in YARN-4902 design doc.,Sub-task,Resolved,Major,Duplicate,2016-08-05T23:30:07.419+0000,2017-05-12T21:38:43.908+0000,Wangda Tan,Wangda Tan,[],[],13,YARN-4902
YARN-5473,Expose per-application over-allocation info in the Resource Manager,"When enabling over-allocation of nodes, the resources in the cluster change. We need to surface this information for users to understand these changes.",Sub-task,Resolved,Major,Fixed,2016-08-04T16:17:47.923+0000,2018-01-24T07:01:47.064+0000,Haibo Chen,Íñigo Goiri,[],[],22,YARN-1011
YARN-5468,Scheduling of long-running applications,"This JIRA is about the scheduling of applications with long-running tasks.
It will include adding support to the YARN for a richer set of scheduling constraints (such as affinity, anti-affinity, cardinality and time constraints), and extending the schedulers to take them into account during placement of containers to nodes.
We plan to have both an online version that will accommodate such requests as they arrive, as well as a Long-running Application Planner that will make more global decisions by considering multiple applications at once.",New Feature,Resolved,Major,Duplicate,2016-08-02T23:16:11.810+0000,2017-05-12T22:23:23.407+0000,Konstantinos Karanasos,Konstantinos Karanasos,"['capacityscheduler', 'fairscheduler']",[],13,
YARN-5461,Port initial slider-core module code into yarn,,Sub-task,Resolved,Major,Fixed,2016-08-02T14:22:00.379+0000,2017-11-06T22:32:21.429+0000,Jian He,Jian He,[],[],3,YARN-5079
YARN-5452,[YARN-3368] Support scheduler activities in new YARN UI,"YARN-4091 added scheduler activities REST API, we can support this in the new YARN UI as well.",Sub-task,Open,Major,,2016-07-29T23:14:07.356+0000,2016-08-09T17:47:53.717+0000,Wangda Tan,Wangda Tan,[],[],1,YARN-3368
YARN-5426,Enable distributed shell to launch docker containers,"This could be the easiest way to bring up docker containers on YARN. 
An option like -docker <image>, or with the ability to run different types of images with locality requirement altogether. In short, I think making docker container first-class thing in distributed shell is useful for testing docker-based services on YARN in the long term.",Bug,Open,Major,,2016-07-25T01:34:25.373+0000,2018-05-16T19:58:05.134+0000,,Jian He,[],['Docker'],2,
YARN-5413,Create a proxy chain for ResourceManager Admin API in the Router,"As detailed in the proposal in the umbrella JIRA, we are introducing a new component that routes client request to appropriate ResourceManager(s). This JIRA tracks the creation of a proxy for ResourceManager Admin API in the Router. This provides a placeholder for:
1) throttling mis-behaving clients (YARN-1546)
3) mask the access to multiple RMs (YARN-3659)

We are planning to follow the interceptor pattern like we did in YARN-2884 to generalize the approach and have only dynamically coupling for Federation.",Sub-task,Resolved,Major,Fixed,2016-07-21T01:12:10.120+0000,2017-09-25T21:26:57.086+0000,Giovanni Matteo Fumarola,Subramaniam Krishnan,"['nodemanager', 'resourcemanager']",[],8,YARN-2915
YARN-5412,Create a proxy chain for ResourceManager REST API in the Router,"As detailed in the proposal in the umbrella JIRA, we are introducing a new component that routes client request to appropriate ResourceManager(s). This JIRA tracks the creation of a proxy for ResourceManager REST API in the Router. This provides a placeholder for:
1) throttling mis-behaving clients (YARN-1546)
3) mask the access to multiple RMs (YARN-3659)

We are planning to follow the interceptor pattern like we did in YARN-2884 to generalize the approach and have only dynamically coupling for Federation.",Sub-task,Resolved,Major,Fixed,2016-07-21T01:11:17.301+0000,2017-09-25T21:26:59.780+0000,Giovanni Matteo Fumarola,Subramaniam Krishnan,"['nodemanager', 'resourcemanager']",[],25,YARN-2915
YARN-5411,Create a proxy chain for ApplicationClientProtocol in the Router,"As detailed in the proposal in the umbrella JIRA, we are introducing a new component that routes client request to appropriate ResourceManager(s). This JIRA tracks the creation of a proxy for ApplicationClientProtocol in the Router. This provides a placeholder for:
1) throttling mis-behaving clients (YARN-1546)
3) mask the access to multiple RMs (YARN-3659)

We are planning to follow the interceptor pattern like we did in YARN-2884 to generalize the approach and have only dynamically coupling for Federation.",Sub-task,Resolved,Major,Fixed,2016-07-21T01:05:16.913+0000,2017-09-25T21:26:51.089+0000,Giovanni Matteo Fumarola,Subramaniam Krishnan,"['nodemanager', 'resourcemanager']",[],18,YARN-2915
YARN-5410,Bootstrap Router server module,"As detailed in the proposal in the umbrella JIRA, we are introducing a new component that routes client request to appropriate ResourceManager(s). This JIRA tracks the creation of a new sub-module for the Router.",Sub-task,Resolved,Major,Fixed,2016-07-21T01:01:24.136+0000,2017-09-25T21:26:51.476+0000,Giovanni Matteo Fumarola,Subramaniam Krishnan,"['nodemanager', 'resourcemanager']",[],16,YARN-2915
YARN-5408,Compose Federation membership/application/policy APIs into an uber FederationStateStore API,"This is a simple composition of the three APIs defined in YARN-3664, YARN-5307, YARN-3662. This is for convenience so that we provide a single API for both implementations and for consumers.",Sub-task,Resolved,Major,Fixed,2016-07-20T23:42:03.766+0000,2017-09-25T21:26:58.746+0000,Ellen Hui,Subramaniam Krishnan,"['nodemanager', 'resourcemanager']",[],5,YARN-2915
YARN-5407,"In-memory based implementation of the FederationApplicationStateStore, FederationPolicyStateStore",YARN-5307 defines the FederationApplicationStateStore API. YARN-3664 defines the FederationPolicyStateStore API. This JIRA tracks an in-memory based implementation which is useful for both single-box testing and for future unit tests that depend on the state store.,Sub-task,Resolved,Major,Fixed,2016-07-20T23:41:26.788+0000,2017-09-25T21:27:01.989+0000,Ellen Hui,Subramaniam Krishnan,"['nodemanager', 'resourcemanager']",[],9,YARN-2915
YARN-5406,In-memory based implementation of the FederationMembershipStateStore,YARN-3662 defines the FederationMembershipStateStore API. This JIRA tracks an in-memory based implementation which is useful for both single-box testing and for future unit tests that depend on the state store.,Sub-task,Resolved,Major,Fixed,2016-07-20T23:40:27.932+0000,2017-09-25T21:26:48.155+0000,Ellen Hui,Subramaniam Krishnan,"['nodemanager', 'resourcemanager']",[],8,YARN-2915
YARN-5396,YARN large file broadcast service,"In Hadoop and related softwares, there are demands of broadcasting large files. For example, YARN application may localize large jar files on each node; Hive may distribute large tables in fragment-replicate joins; docker integration may broadcast large container image. The current local resource based solution is to put the files on HDFS and let each node download from HDFS, which is inefficient and not scalable. So we want to build a better file transfer service in YARN so that all applications can use it broadcast large file efficiently.",New Feature,Open,Major,,2016-07-18T15:49:10.775+0000,2017-07-07T20:33:12.313+0000,Zhiyuan Yang,Zhiyuan Yang,[],[],6,
